"","X","Year","Movement_type","Team_previous_season","Team","Players"
"8417",8417,1967,"Draft","Oklahoma State","SD",1
"8418",8418,1967,"Draft","Oregon","Oak",1
"8419",8419,1967,"Draft","Oregon State","Min",1
"8420",8420,1967,"Draft","Oregon State","NYG",1
"8421",8421,1967,"Draft","Oregon State","SD",1
"8422",8422,1967,"Draft","Parsons","NO",1
"8423",8423,1967,"Draft","Penn State","NO",1
"8424",8424,1967,"Draft","Pittsburgh","GB",1
"8425",8425,1967,"Draft","Prairie View A&M","Hou",2
"8426",8426,1967,"Draft","Presbyterian","Pit",1
"8427",8427,1967,"Draft","Purdue","Bos",1
"8428",8428,1967,"Draft","Purdue","Buf",1
"8429",8429,1967,"Draft","Purdue","KC",1
"8430",8430,1967,"Draft","Purdue","Mia",1
"8431",8431,1967,"Draft","Purdue","NYG",1
"8432",8432,1967,"Draft","Rice","Stl",1
"8433",8433,1967,"Draft","Richmond","Phi",1
"8434",8434,1967,"Draft","San Diego State","Chi",1
"8435",8435,1967,"Draft","San Diego State","GB",1
"8436",8436,1967,"Draft","San Diego State","Pit",1
"8437",8437,1967,"Draft","San Diego State","SD",2
"8438",8438,1967,"Draft","San Francisco","SF",1
"8439",8439,1967,"Draft","San Francisco State","SF",1
"8440",8440,1967,"Draft","San Jose State","Phi",1
"8441",8441,1967,"Draft","South Carolina State","LA",1
"8442",8442,1967,"Draft","South Carolina State","NO",1
"8443",8443,1967,"Draft","Southeastern Louisiana","Cle",1
"8444",8444,1967,"Draft","Southern","Hou",1
"8445",8445,1967,"Draft","Southern","Stl",1
"8446",8446,1967,"Draft","Southern California","Det",1
"8447",8447,1967,"Draft","Southern California","NO",1
"8448",8448,1967,"Draft","Southern California","Oak",1
"8449",8449,1967,"Draft","Southern California","Pit",1
"8450",8450,1967,"Draft","Southern Mississippi","NYG",1
"8451",8451,1967,"Draft","Stephen F. Austin","NO",1
"8452",8452,1967,"Draft","Syracuse","Buf",1
"8453",8453,1967,"Draft","Syracuse","Den",1
"8454",8454,1967,"Draft","Tarleton State","Det",1
"8455",8455,1967,"Draft","Tennessee","Chi",1
"8456",8456,1967,"Draft","Tennessee","Det",1
"8457",8457,1967,"Draft","Tennessee State","Chi",1
"8458",8458,1967,"Draft","Tennessee State","KC",1
"8459",8459,1967,"Draft","Tennessee State","Mia",1
"8460",8460,1967,"Draft","Tennessee State","Min",1
"8461",8461,1967,"Draft","Tennessee State","SF",1
"8462",8462,1967,"Draft","Tennessee-Chattanooga","Den",1
"8463",8463,1967,"Draft","Tennessee-Martin","Cle",1
"8464",8464,1967,"Draft","Texas","LA",1
"8465",8465,1967,"Draft","Texas","NYJ",1
"8466",8466,1967,"Draft","Texas A&M","Mia",1
"8467",8467,1967,"Draft","Texas A&M","Was",1
"8468",8468,1967,"Draft","Texas A&M-Kingsville","Oak",1
"8469",8469,1967,"Draft","Texas Christian","Pit",1
"8470",8470,1967,"Draft","Texas Christian","Was",1
"8471",8471,1967,"Draft","Texas Southern","Bos",1
"8472",8472,1967,"Draft","Texas Southern","Hou",1
"8473",8473,1967,"Draft","Texas Southern","LA",1
"8474",8474,1967,"Draft","Texas Southern","NO",1
"8475",8475,1967,"Draft","Texas Tech","Chi",1
"8476",8476,1967,"Draft","Texas-Arlington","Bos",1
"8477",8477,1967,"Draft","Texas-Arlington","Stl",1
"8478",8478,1967,"Draft","Texas-El Paso","Phi",1
"8479",8479,1967,"Draft","Tulane","Hou",1
"8480",8480,1967,"Draft","Tulsa","Chi",1
"8481",8481,1967,"Draft","Tulsa","Den",1
"8482",8482,1967,"Draft","Tulsa","Hou",1
"8483",8483,1967,"Draft","Tulsa","Was",1
"8484",8484,1967,"Draft","Tuskegee","SF",1
"8485",8485,1967,"Draft","UCLA","Det",1
"8486",8486,1967,"Draft","UCLA","Mia",1
"8487",8487,1967,"Draft","UCLA","Min",1
"8488",8488,1967,"Draft","Utah State","Buf",1
"8489",8489,1967,"Draft","Utah State","NYJ",1
"8490",8490,1967,"Draft","Utah State","Was",1
"8491",8491,1967,"Draft","Virginia","Cle",1
"8492",8492,1967,"Draft","Virginia","Hou",1
"8493",8493,1967,"Draft","Virginia","SF",1
"8494",8494,1967,"Draft","Virginia Tech","Atl",1
"8495",8495,1967,"Draft","Wagner","NYG",1
"8496",8496,1967,"Draft","Washington","Stl",1
"8497",8497,1967,"Draft","Wayne State (NE)","Oak",1
"8498",8498,1967,"Draft","Weber State","Det",1
"8499",8499,1967,"Draft","Weber State","SD",1
"8500",8500,1967,"Draft","West Texas A&M","Chi",1
"8501",8501,1967,"Draft","West Texas A&M","Stl",1
"8502",8502,1967,"Draft","Western Michigan","NYG",1
"8503",8503,1967,"Draft","Western Michigan","Stl",1
"8504",8504,1967,"Draft","Wichita State","Den",1
"8505",8505,1967,"Draft","Wiley","LA",1
"8506",8506,1967,"Draft","Wittenberg","Cle",1
"8507",8507,1967,"Draft","Wyoming","Pit",1
"8508",8508,1967,"Draft","Wyoming","SD",1
"8509",8509,1967,"Draft","Xavier","NO",1
"8510",8510,1967,"Draft","Yankton","Phi",1
"8511",8511,1967,"Pro","Atl","Bal",1
"8512",8512,1967,"Pro","Atl","Hou",1
"8513",8513,1967,"Pro","Atl","NO",3
"8514",8514,1967,"Pro","Bal","Atl",1
"8515",8515,1967,"Pro","Bal","NO",4
"8516",8516,1967,"Pro","Bal","Was",1
"8517",8517,1967,"Pro","Buf","Atl",1
"8518",8518,1967,"Pro","Buf","Den",4
"8519",8519,1967,"Pro","Buf","Hou",1
"8520",8520,1967,"Pro","Buf","KC",1
"8521",8521,1967,"Pro","Buf","Mia",1
"8522",8522,1967,"Pro","Buf","Oak",1
"8523",8523,1967,"Pro","Buf","SD",1
"8524",8524,1967,"Pro","Chi","Den",1
"8525",8525,1967,"Pro","Chi","LA",1
"8526",8526,1967,"Pro","Chi","NO",3
"8527",8527,1967,"Pro","Chi","Phi",1
"8528",8528,1967,"Pro","Chi","Pit",1
"8529",8529,1967,"Pro","Cle","NO",3
"8530",8530,1967,"Pro","Cle","NYG",1
"8531",8531,1967,"Pro","Cle","Pit",1
"8532",8532,1967,"Pro","Cle","Was",2
"8533",8533,1967,"Pro","Dal","NO",2
"8534",8534,1967,"Pro","Dal","NYG",1
"8535",8535,1967,"Pro","Den","Hou",1
"8536",8536,1967,"Pro","Den","Mia",6
"8537",8537,1967,"Pro","Den","Min",1
"8538",8538,1967,"Pro","Den","NO",1
"8539",8539,1967,"Pro","Den","Oak",1
"8540",8540,1967,"Pro","Den","SF",1
"8541",8541,1967,"Pro","Det","KC",1
"8542",8542,1967,"Pro","Det","LA",1
"8543",8543,1967,"Pro","Det","NO",1
"8544",8544,1967,"Pro","Det","Oak",1
"8545",8545,1967,"Pro","Det","Pit",1
"8546",8546,1967,"Pro","GB","Bal",1
"8547",8547,1967,"Pro","GB","NO",2
"8548",8548,1967,"Pro","GB","NYG",1
"8549",8549,1967,"Pro","Hou","Bos",1
"8550",8550,1967,"Pro","Hou","Buf",1
"8551",8551,1967,"Pro","Hou","KC",3
"8552",8552,1967,"Pro","Hou","Oak",1
"8553",8553,1967,"Pro","Hou","Pit",1
"8554",8554,1967,"Pro","Hou","SD",2
"8555",8555,1967,"Pro","KC","Buf",3
"8556",8556,1967,"Pro","KC","Hou",2
"8557",8557,1967,"Pro","KC","NYJ",1
"8558",8558,1967,"Pro","LA","Atl",2
"8559",8559,1967,"Pro","LA","Cle",1
"8560",8560,1967,"Pro","LA","GB",1
"8561",8561,1967,"Pro","LA","Min",1
"8562",8562,1967,"Pro","LA","NO",2
"8563",8563,1967,"Pro","LA","NYG",1
"8564",8564,1967,"Pro","LA","Phi",1
"8565",8565,1967,"Pro","Mia","Buf",1
"8566",8566,1967,"Pro","Mia","Den",3
"8567",8567,1967,"Pro","Mia","KC",1
"8568",8568,1967,"Pro","Mia","NYJ",2
"8569",8569,1967,"Pro","Mia","Oak",1
"8570",8570,1967,"Pro","Mia","Was",1
"8571",8571,1967,"Pro","Min","Dal",1
"8572",8572,1967,"Pro","Min","LA",1
"8573",8573,1967,"Pro","Min","Mia",1
"8574",8574,1967,"Pro","Min","NO",3
"8575",8575,1967,"Pro","Min","NYG",2
"8576",8576,1967,"Pro","NO","Atl",4
"8577",8577,1967,"Pro","NYG","Atl",1
"8578",8578,1967,"Pro","NYG","GB",1
"8579",8579,1967,"Pro","NYG","NO",2
"8580",8580,1967,"Pro","NYG","Stl",1
"8581",8581,1967,"Pro","NYG","Was",1
"8582",8582,1967,"Pro","NYJ","Min",1
"8583",8583,1967,"Pro","NYJ","Phi",1
"8584",8584,1967,"Pro","Oak","Buf",2
"8585",8585,1967,"Pro","Oak","Den",3
"8586",8586,1967,"Pro","Oak","NYG",1
"8587",8587,1967,"Pro","Phi","Chi",1
"8588",8588,1967,"Pro","Phi","LA",1
"8589",8589,1967,"Pro","Phi","NO",3
"8590",8590,1967,"Pro","Phi","Pit",2
"8591",8591,1967,"Pro","Phi","Was",1
"8592",8592,1967,"Pro","Pit","Buf",1
"8593",8593,1967,"Pro","Pit","Chi",1
"8594",8594,1967,"Pro","Pit","Det",1
"8595",8595,1967,"Pro","Pit","LA",2
"8596",8596,1967,"Pro","Pit","Min",1
"8597",8597,1967,"Pro","Pit","NO",3
"8598",8598,1967,"Pro","Pit","Phi",1
"8599",8599,1967,"Pro","SD","Buf",3
"8600",8600,1967,"Pro","SD","Den",1
"8601",8601,1967,"Pro","SD","Hou",1
"8602",8602,1967,"Pro","SF","Atl",2
"8603",8603,1967,"Pro","SF","LA",1
"8604",8604,1967,"Pro","SF","NO",3
"8605",8605,1967,"Pro","Stl","Atl",1
"8606",8606,1967,"Pro","Stl","Det",1
"8607",8607,1967,"Pro","Stl","Hou",1
"8608",8608,1967,"Pro","Stl","NO",3
"8609",8609,1967,"Pro","Stl","NYG",1
"8610",8610,1967,"Pro","Stl","SF",1
"8611",8611,1967,"Pro","Was","Atl",1
"8612",8612,1967,"Pro","Was","Chi",1
"8613",8613,1967,"Pro","Was","Cle",1
"8614",8614,1967,"Pro","Was","NO",2
"8615",8615,1968,"Draft","--","Cle",1
"8616",8616,1968,"Draft","--","Den",1
"8617",8617,1968,"Draft","Adams State","Cle",1
"8618",8618,1968,"Draft","Alabama","Dal",1
"8619",8619,1968,"Draft","Alabama A&M","Cin",1
"8620",8620,1968,"Draft","Alcorn State","Was",1
"8621",8621,1968,"Draft","Arizona","Cin",1
"8622",8622,1968,"Draft","Arizona","GB",1
"8623",8623,1968,"Draft","Arizona State","Buf",1
"8624",8624,1968,"Draft","Arizona State","Den",1
"8625",8625,1968,"Draft","Arizona State","KC",1
"8626",8626,1968,"Draft","Arizona State","SD",1
"8627",8627,1968,"Draft","Arkansas","NO",1
"8628",8628,1968,"Draft","Arkansas","Pit",1
"8629",8629,1968,"Draft","Arkansas","SD",1
"8630",8630,1968,"Draft","Arkansas-Pine Bluff","Cin",1
"8631",8631,1968,"Draft","Arkansas-Pine Bluff","KC",1
"8632",8632,1968,"Draft","Auburn","SF",1
"8633",8633,1968,"Draft","Auburn","Stl",1
"8634",8634,1968,"Draft","Bethune-Cookman","Mia",2
"8635",8635,1968,"Draft","Bishop","Den",1
"8636",8636,1968,"Draft","Boston College","Atl",1
"8637",8637,1968,"Draft","Boston College","Den",2
"8638",8638,1968,"Draft","Boston College","Phi",1
"8639",8639,1968,"Draft","Boston University","SD",1
"8640",8640,1968,"Draft","Bowling Green","Stl",1
"8641",8641,1968,"Draft","Brigham Young","Chi",1
"8642",8642,1968,"Draft","Brigham Young","Det",1
"8643",8643,1968,"Draft","Brigham Young","SF",1
"8644",8644,1968,"Draft","Cal Poly-S.L.O.","Chi",1
"8645",8645,1968,"Draft","Cal State-Northridge","Atl",1
"8646",8646,1968,"Draft","California","Buf",1
"8647",8647,1968,"Draft","California","SD",1
"8648",8648,1968,"Draft","Catawba","Bos",1
"8649",8649,1968,"Draft","Cincinnati","Den",1
"8650",8650,1968,"Draft","Clemson","Chi",1
"8651",8651,1968,"Draft","Colorado","Atl",1
"8652",8652,1968,"Draft","Colorado","Cle",1
"8653",8653,1968,"Draft","Colorado","Den",1
"8654",8654,1968,"Draft","Colorado","Mia",1
"8655",8655,1968,"Draft","Colorado","Was",1
"8656",8656,1968,"Draft","Colorado State","Min",1
"8657",8657,1968,"Draft","Colorado State","Pit",1
"8658",8658,1968,"Draft","Cornell","Bos",1
"8659",8659,1968,"Draft","Corpus Christi","Den",1
"8660",8660,1968,"Draft","Dartmouth","GB",1
"8661",8661,1968,"Draft","Duke","GB",1
"8662",8662,1968,"Draft","Eastern Kentucky","Bos",1
"8663",8663,1968,"Draft","Florida","Atl",1
"8664",8664,1968,"Draft","Florida","Buf",1
"8665",8665,1968,"Draft","Florida A&M","Bos",1
"8666",8666,1968,"Draft","Florida A&M","Chi",1
"8667",8667,1968,"Draft","Florida A&M","Cle",1
"8668",8668,1968,"Draft","Florida A&M","Den",1
"8669",8669,1968,"Draft","Florida A&M","Mia",1
"8670",8670,1968,"Draft","Florida A&M","NYG",1
"8671",8671,1968,"Draft","Florida A&M","Oak",1
"8672",8672,1968,"Draft","Florida State","Mia",1
"8673",8673,1968,"Draft","Florida State","SD",1
"8674",8674,1968,"Draft","Fresno State","Atl",1
"8675",8675,1968,"Draft","Fresno State","Cin",1
"8676",8676,1968,"Draft","Furman","Cin",1
"8677",8677,1968,"Draft","George Washington","Chi",1
"8678",8678,1968,"Draft","Georgia","Atl",1
"8679",8679,1968,"Draft","Georgia","Buf",1
"8680",8680,1968,"Draft","Georgia Tech","Mia",1
"8681",8681,1968,"Draft","Grambling","Cin",1
"8682",8682,1968,"Draft","Grambling","NYG",1
"8683",8683,1968,"Draft","Grambling","SF",1
"8684",8684,1968,"Draft","Grambling","Stl",1
"8685",8685,1968,"Draft","Harvard","NYJ",1
"8686",8686,1968,"Draft","Hawaii","Dal",1
"8687",8687,1968,"Draft","Heidelberg","SD",1
"8688",8688,1968,"Draft","Hofstra","NYJ",1
"8689",8689,1968,"Draft","Houston","Atl",1
"8690",8690,1968,"Draft","Houston","Cin",1
"8691",8691,1968,"Draft","Houston","Den",1
"8692",8692,1968,"Draft","Houston","Hou",1
"8693",8693,1968,"Draft","Houston","Pit",1
"8694",8694,1968,"Draft","Idaho","Cin",1
"8695",8695,1968,"Draft","Illinois","Atl",2
"8696",8696,1968,"Draft","Illinois","Hou",1
"8697",8697,1968,"Draft","Illinois","Phi",1
"8698",8698,1968,"Draft","Indiana","Bal",1
"8699",8699,1968,"Draft","Indiana","Mia",1
"8700",8700,1968,"Draft","Iowa State","NO",1
"8701",8701,1968,"Draft","Jackson State","Bos",1
"8702",8702,1968,"Draft","Jackson State","Chi",1
"8703",8703,1968,"Draft","Jackson State","LA",2
"8704",8704,1968,"Draft","Jackson State","NYG",1
"8705",8705,1968,"Draft","Johnson C. Smith","SD",1
"8706",8706,1968,"Draft","Kent State","Pit",1
"8707",8707,1968,"Draft","Lamar","Cin",1
"8708",8708,1968,"Draft","Lamar","SF",1
"8709",8709,1968,"Draft","Langston","NO",1
"8710",8710,1968,"Draft","Lenoir-Rhyne","Det",1
"8711",8711,1968,"Draft","Louisiana State","Cle",1
"8712",8712,1968,"Draft","Louisiana Tech","Was",1
"8713",8713,1968,"Draft","Louisville","Buf",2
"8714",8714,1968,"Draft","Louisville","Cin",1
"8715",8715,1968,"Draft","Maryland","Bos",1
"8716",8716,1968,"Draft","Maryland","Den",1
"8717",8717,1968,"Draft","Maryland Eastern Shore","Oak",1
"8718",8718,1968,"Draft","Maryland Eastern Shore","SF",1
"8719",8719,1968,"Draft","Massachusetts","Det",1
"8720",8720,1968,"Draft","Memphis","GB",1
"8721",8721,1968,"Draft","Miami","Buf",1
"8722",8722,1968,"Draft","Miami","Mia",1
"8723",8723,1968,"Draft","Miami","Stl",1
"8724",8724,1968,"Draft","Miami (OH)","Hou",1
"8725",8725,1968,"Draft","Michigan","Stl",1
"8726",8726,1968,"Draft","Michigan State","Cin",1
"8727",8727,1968,"Draft","Michigan State","Den",1
"8728",8728,1968,"Draft","Michigan State","SF",1
"8729",8729,1968,"Draft","Miles College","Cin",1
"8730",8730,1968,"Draft","Minnesota","Bal",1
"8731",8731,1968,"Draft","Minnesota","Det",1
"8732",8732,1968,"Draft","Minnesota","NYG",1
"8733",8733,1968,"Draft","Minnesota","Stl",1
"8734",8734,1968,"Draft","Mississippi","Cin",1
"8735",8735,1968,"Draft","Mississippi","Den",2
"8736",8736,1968,"Draft","Mississippi","Hou",1
"8737",8737,1968,"Draft","Mississippi","LA",1
"8738",8738,1968,"Draft","Mississippi","Mia",2
"8739",8739,1968,"Draft","Mississippi College","Atl",1
"8740",8740,1968,"Draft","Mississippi State","Dal",1
"8741",8741,1968,"Draft","Mississippi State","SF",1
"8742",8742,1968,"Draft","Mississippi Valley State","Dal",1
"8743",8743,1968,"Draft","Missouri","SD",2
"8744",8744,1968,"Draft","Morgan State","Atl",1
"8745",8745,1968,"Draft","Morgan State","Bos",1
"8746",8746,1968,"Draft","Morgan State","Cle",1
"8747",8747,1968,"Draft","Morgan State","NO",1
"8748",8748,1968,"Draft","Morgan State","Pit",1
"8749",8749,1968,"Draft","Morris Brown","Oak",1
"8750",8750,1968,"Draft","Morris Brown","SF",1
"8751",8751,1968,"Draft","Nebraska","Buf",1
"8752",8752,1968,"Draft","Nebraska","Cle",1
"8753",8753,1968,"Draft","Nebraska-Omaha","Den",1
"8754",8754,1968,"Draft","New Mexico","Chi",1
"8755",8755,1968,"Draft","New Mexico","Den",1
"8756",8756,1968,"Draft","New Mexico State","Stl",1
"8757",8757,1968,"Draft","Norfolk State","Den",1
"8758",8758,1968,"Draft","North Carolina","Mia",1
"8759",8759,1968,"Draft","North Carolina A&T","Hou",1
"8760",8760,1968,"Draft","North Carolina State","Bos",2
"8761",8761,1968,"Draft","North Dakota","GB",1
"8762",8762,1968,"Draft","North Texas","Was",1
"8763",8763,1968,"Draft","Northeast Missouri State","Atl",1
"8764",8764,1968,"Draft","Northland","Bos",1
"8765",8765,1968,"Draft","Northwestern","SF",1
"8766",8766,1968,"Draft","Northwestern State","NO",1
"8767",8767,1968,"Draft","Notre Dame","Det",1
"8768",8768,1968,"Draft","Notre Dame","Hou",2
"8769",8769,1968,"Draft","Notre Dame","KC",1
"8770",8770,1968,"Draft","Notre Dame","Min",1
"8771",8771,1968,"Draft","Notre Dame","Pit",1
"8772",8772,1968,"Draft","Notre Dame","SF",1
"8773",8773,1968,"Draft","Ohio State","GB",1
"8774",8774,1968,"Draft","Oklahoma","Buf",1
"8775",8775,1968,"Draft","Oregon","Was",1
"8776",8776,1968,"Draft","Oregon State","Cin",1
"8777",8777,1968,"Draft","Oregon State","Det",1
"8778",8778,1968,"Draft","Pacific","Phi",1
"8779",8779,1968,"Draft","Penn State","Bos",1
"8780",8780,1968,"Draft","Penn State","Buf",1
"8781",8781,1968,"Draft","Penn State","NYG",1
"8782",8782,1968,"Draft","Penn State","SD",1
"8783",8783,1968,"Draft","Portland State","Den",1
"8784",8784,1968,"Draft","Purdue","Hou",1
"8785",8785,1968,"Draft","Purdue","SF",1
"8786",8786,1968,"Draft","Richmond","Was",1
"8787",8787,1968,"Draft","Samford","Cin",1
"8788",8788,1968,"Draft","San Bernardino Valley JC (CA)","Was",1
"8789",8789,1968,"Draft","San Diego State","Atl",1
"8790",8790,1968,"Draft","San Diego State","Buf",1
"8791",8791,1968,"Draft","San Diego State","Cin",1
"8792",8792,1968,"Draft","San Diego State","GB",1
"8793",8793,1968,"Draft","San Diego State","Oak",1
"8794",8794,1968,"Draft","San Francisco","Atl",1
"8795",8795,1968,"Draft","San Francisco State","NYG",1
"8796",8796,1968,"Draft","San Jose State","Cin",2
"8797",8797,1968,"Draft","San Jose State","SD",1
"8798",8798,1968,"Draft","South Carolina","Den",1
"8799",8799,1968,"Draft","South Carolina","Min",1
"8800",8800,1968,"Draft","South Carolina State","Bos",1
"8801",8801,1968,"Draft","South Carolina State","Chi",1
"8802",8802,1968,"Draft","Southern","Cin",1
"8803",8803,1968,"Draft","Southern","KC",1
"8804",8804,1968,"Draft","Southern California","Chi",1
"8805",8805,1968,"Draft","Southern California","Den",1
"8806",8806,1968,"Draft","Southern California","Det",1
"8807",8807,1968,"Draft","Southern California","Min",1
"8808",8808,1968,"Draft","Southern California","NO",1
"8809",8809,1968,"Draft","Southern California","Oak",1
"8810",8810,1968,"Draft","Southern California","Phi",2
"8811",8811,1968,"Draft","Southern California","Pit",1
"8812",8812,1968,"Draft","Southern Methodist","Den",1
"8813",8813,1968,"Draft","Southern Methodist","KC",1
"8814",8814,1968,"Draft","Southern Methodist","SD",1
"8815",8815,1968,"Draft","Southern Mississippi","Was",1
"8816",8816,1968,"Draft","Stanford","Cin",1
"8817",8817,1968,"Draft","Stanford","Dal",1
"8818",8818,1968,"Draft","Syracuse","Bos",1
"8819",8819,1968,"Draft","Syracuse","Mia",1
"8820",8820,1968,"Draft","Temple","NYJ",1
"8821",8821,1968,"Draft","Temple","Phi",1
"8822",8822,1968,"Draft","Tennessee","Cin",2
"8823",8823,1968,"Draft","Tennessee","Dal",1
"8824",8824,1968,"Draft","Tennessee State","Atl",1
"8825",8825,1968,"Draft","Tennessee State","Oak",1
"8826",8826,1968,"Draft","Tennessee State","Stl",1
"8827",8827,1968,"Draft","Tennessee-Chattanooga","Mia",1
"8828",8828,1968,"Draft","Tennessee-Martin","Den",1
"8829",8829,1968,"Draft","Texas","Cin",1
"8830",8830,1968,"Draft","Texas A&M","Atl",1
"8831",8831,1968,"Draft","Texas A&M","KC",1
"8832",8832,1968,"Draft","Texas A&M-Commerce","NYJ",1
"8833",8833,1968,"Draft","Texas Southern","Bos",1
"8834",8834,1968,"Draft","Texas State","Cle",1
"8835",8835,1968,"Draft","Texas State","Den",1
"8836",8836,1968,"Draft","Texas State","Stl",1
"8837",8837,1968,"Draft","Texas Tech","Det",1
"8838",8838,1968,"Draft","Texas-El Paso","Chi",1
"8839",8839,1968,"Draft","Texas-El Paso","GB",2
"8840",8840,1968,"Draft","Texas-El Paso","KC",1
"8841",8841,1968,"Draft","Texas-El Paso","Min",1
"8842",8842,1968,"Draft","Toledo","Cin",1
"8843",8843,1968,"Draft","Toledo","NYJ",1
"8844",8844,1968,"Draft","Trinity (TX)","Cle",1
"8845",8845,1968,"Draft","Tulane","NYG",1
"8846",8846,1968,"Draft","Tulsa","Atl",1
"8847",8847,1968,"Draft","Tulsa","Buf",1
"8848",8848,1968,"Draft","Tulsa","Mia",1
"8849",8849,1968,"Draft","Tulsa","NYJ",1
"8850",8850,1968,"Draft","Tuskegee","GB",1
"8851",8851,1968,"Draft","UCLA","Den",1
"8852",8852,1968,"Draft","UCLA","Was",1
"8853",8853,1968,"Draft","Utah","Buf",1
"8854",8854,1968,"Draft","Utah","Cin",1
"8855",8855,1968,"Draft","Utah","KC",1
"8856",8856,1968,"Draft","Utah","Mia",1
"8857",8857,1968,"Draft","Utah","Oak",1
"8858",8858,1968,"Draft","Utah State","Bal",1
"8859",8859,1968,"Draft","Utah State","Cin",1
"8860",8860,1968,"Draft","Utah State","Stl",1
"8861",8861,1968,"Draft","Vanderbilt","Min",1
"8862",8862,1968,"Draft","Villanova","Phi",1
"8863",8863,1968,"Draft","Virginia Tech","NYJ",1
"8864",8864,1968,"Draft","Virginia Tech","Was",1
"8865",8865,1968,"Draft","Virginia Union","Bal",1
"8866",8866,1968,"Draft","Wake Forest","Bal",1
"8867",8867,1968,"Draft","Washington","Den",1
"8868",8868,1968,"Draft","Washington","LA",1
"8869",8869,1968,"Draft","Washington","NYJ",1
"8870",8870,1968,"Draft","Washington State","Cin",1
"8871",8871,1968,"Draft","Waynesburg","Was",1
"8872",8872,1968,"Draft","Weber State","NYJ",1
"8873",8873,1968,"Draft","Weber State","SD",2
"8874",8874,1968,"Draft","West Texas A&M","NO",1
"8875",8875,1968,"Draft","West Texas A&M","Stl",1
"8876",8876,1968,"Draft","West Virginia","Den",1
"8877",8877,1968,"Draft","West Virginia","Phi",1
"8878",8878,1968,"Draft","Western Michigan","Cin",1
"8879",8879,1968,"Draft","William & Mary","Buf",1
"8880",8880,1968,"Draft","Wisconsin","Atl",1
"8881",8881,1968,"Draft","Wisconsin","Hou",1
"8882",8882,1968,"Draft","Wisconsin-Whitewater","LA",1
"8883",8883,1968,"Draft","Wyoming","Den",1
"8884",8884,1968,"Draft","Wyoming","Det",1
"8885",8885,1968,"Draft","Wyoming","Mia",1
"8886",8886,1968,"Draft","Wyoming","Phi",1
"8887",8887,1968,"Draft","Wyoming","SD",1
"8888",8888,1968,"Pro","Atl","Cin",1
"8889",8889,1968,"Pro","Atl","Cle",2
"8890",8890,1968,"Pro","Atl","Den",1
"8891",8891,1968,"Pro","Atl","Det",1
"8892",8892,1968,"Pro","Atl","Hou",1
"8893",8893,1968,"Pro","Atl","LA",3
"8894",8894,1968,"Pro","Atl","Min",1
"8895",8895,1968,"Pro","Atl","NO",1
"8896",8896,1968,"Pro","Atl","Oak",2
"8897",8897,1968,"Pro","Atl","Phi",1
"8898",8898,1968,"Pro","Bal","Dal",1
